;;;COD. ARTIC.;NOMBRE;;STOCK;;;;LISTA 1;;LISTA 2;;LISTA 3;;LISTA 4;CATEGORIA;;;;;;;;;;;;;
117;;117;219;RESMA TEMPO PREMIUN A4 80G;;100,000;21;522,00;50,00;947,43;40,00;884,27;30,00;821,11;20,00;757,94;ARTICULOS DE LIBRERIA;;;;1;4,50;0,00;631,62;0,00;631,62;1;1;1;0
118;;118;220;RESMA AUTOR OFICIO 80 G;;0,0000;21;435,00;50,00;789,53;30,00;684,26;30,00;684,26;70,00;894,80;ARTICULOS DE LIBRERIA;;;;1;3,75;0,00;526,35;0,00;526,35;1;1;1;0
119;;119;221;FOLIO A4 POR UNIDAD;;390,000;21;2,00;60,00;3,86;50,00;3,62;30,00;3,15;100,00;4,83;ARTICULOS DE LIBRERIA;;;;0;0,00;0,00;0,00;0,00;0,00;1;1;1;0
120;;120;222;FOLIO LEGAL POR UNIDAD;;750,000;21;2,18;60,00;4,21;50,00;3,96;30,00;3,42;100,00;5,28;ARTICULOS DE LIBRERIA;;;;0;0,00;0,00;0,00;0,00;0,00;1;0;1;0
122;;122;224;PAPEL MATE P/SUBLIMAR A4 110G 50 H REDCORE;;20,000;21;174,00;70,00;357,92;50,00;315,81;30,00;273,70;100,00;421,08;ARTICULOS DE LIBRERIA;;;;1;1,50;0,00;210,54;0,00;210,54;1;0;1;0
123;;123;225;PAPEL FOTO GLOSSY A4 140G 50 H REDCORE;;10,000;21;232,00;70,00;477,22;50,00;421,08;30,00;364,94;100,00;561,44;ARTICULOS DE LIBRERIA;;;;1;2,00;0,00;280,72;0,00;280,72;1;0;1;0
124;;124;226;PAPEL FOTO GLOSSY A4 180G 20 H ;;10,000;21;185,60;70,00;381,78;50,00;336,86;30,00;291,95;100,00;449,15;ARTICULOS DE LIBRERIA;;;;1;1,60;0,00;224,58;0,00;224,58;1;0;1;0
125;;125;227;"NB BANGHO MAX 15"" L5 I7 8GB SSD 480GB";;0,0000;10,5;116000,00;50,00;192270,00;40,00;179452,00;30,00;166634,00;20,00;153816,00;NOTEBOOK;;;;1;1000,00;0,00;128180,00;0,00;128180,00;1;0;1;1
126;;126;228;MICRO INTEL CELERON G4930 3.2GHZ 1151;;0,0000;10,5;4640,00;50,00;7690,80;40,00;7178,08;30,00;6665,36;70,00;8716,24;PROCESADOR;;;;1;40,00;0,00;5127,20;0,00;5127,20;1;0;1;1
127;;127;229;"NB ASUS X515 15"" I5 8GB, SSD 256GB  ";;0,0000;10,5;92800,00;50,00;153816,00;40,00;143561,60;30,00;133307,20;20,00;123052,80;NOTEBOOK;;;;1;800,00;0,00;102544,00;0,00;102544,00;1;0;1;1
128;;128;230;"NB ACER NITRO5 15.6"" I5-CI510300H 8GB 256SSD GTX16";;0,0000;10,5;125280,00;50,00;207651,60;40,00;193808,16;30,00;179964,72;20,00;166121,28;NOTEBOOK;;;;1;1080,00;0,00;138434,40;0,00;138434,40;1;0;1;1
129;;129;231;NB LENOVO E15 I7-1165G7 8GB 256GB;;0,0000;10,5;124700,00;50,00;206690,25;40,00;192910,90;30,00;179131,55;20,00;165352,20;NOTEBOOK;;;;1;1075,00;0,00;137793,50;0,00;137793,50;1;0;1;1
130;;130;232;NB LENOVO IP5 I5-1135G7 16GB 256SSD W10H;;0,0000;10,5;135720,00;50,00;224955,90;40,00;209958,84;30,00;194961,78;20,00;179964,72;NOTEBOOK;;;;1;1170,00;0,00;149970,60;0,00;149970,60;1;0;1;1
131;;131;233;NB LENOVO E15 GEN 2 I5 8G 256G NOS;;0,0000;10,5;112520,00;50,00;186501,90;40,00;174068,44;30,00;161634,98;20,00;149201,52;NOTEBOOK;;;;1;970,00;0,00;124334,60;0,00;124334,60;1;0;1;1
132;;132;234;"NB LENOVO V15-ADA 15.6"" RYZEN 3 PRO 8GB SSD 256GB ";;10,000;10,5;59740,00;50,00;99019,05;40,00;92417,78;30,00;85816,51;20,00;79215,24;NOTEBOOK;;;;1;515,00;0,00;66012,70;0,00;66012,70;1;0;1;1
134;;134;236;TABLETA WACOM INTUOS SMALL NEGRA;;0,0000;10,5;8004,00;50,00;13266,63;40,00;12382,19;30,00;11497,75;20,00;10613,30;TABLET;;;;1;69,00;0,00;8844,42;0,00;8844,42;1;0;1;1
135;;135;237;TABLETA WACOM INTUOS MEDIUM BLUETOOTH NEGRA;;0,0000;10,5;24360,00;50,00;40376,70;40,00;37684,92;30,00;34993,14;20,00;32301,36;TABLET;;;;1;210,00;0,00;26917,80;0,00;26917,80;1;0;1;1
137;;137;239;TABLETA WACOM INTUOS PRO SMALL;;0,0000;10,5;28072,00;50,00;46529,34;40,00;43427,38;30,00;40325,43;20,00;37223,47;TABLET;;;;1;242,00;0,00;31019,56;0,00;31019,56;1;0;1;1
138;;138;240;"TABLET PERFORMANCE 7"" A23 4CORE 1GB + 16GB + FUNDA";;200,000;10,5;6032,00;50,00;9998,04;40,00;9331,50;30,00;8664,97;20,00;7998,43;TABLET;;;;1;52,00;0,00;6665,36;0,00;6665,36;1;0;1;1
139;;139;241;E-BOOK AMAZON KINDLE 10GEN CON LUZ TACTIL WIFI;;0,0000;10,5;16240,00;50,00;26917,80;40,00;25123,28;30,00;23328,76;20,00;21534,24;TABLET;;;;1;140,00;0,00;17945,20;0,00;17945,20;1;0;1;1
141;;141;243;TECLADO GENIUS KB-125 PS2 BLACK;;20,000;10,5;661,20;70,00;1242,06;50,00;1095,94;30,00;949,81;100,00;1461,25;TECLADO;;;;1;5,70;0,00;730,63;0,00;730,63;1;1;1;0
142;;142;244;TECLADO LOGITECH K120 USB;;20,000;10,5;812,00;50,00;1345,89;40,00;1256,16;30,00;1166,44;20,00;1076,71;TECLADO;;;;1;7,00;0,00;897,26;0,00;897,26;1;0;1;0
144;;144;246;COMBO GENIUS SMART TyM KM-200 USB;;0,0000;10,5;1044,00;70,00;1961,15;60,00;1845,79;30,00;1499,71;20,00;1384,34;TECLADO;;;;1;9,00;0,00;1153,62;0,00;1153,62;1;0;1;0
145;;145;247;TECLADO HYPERX ALLOY FPS KB1RD1 CHERRY MX RED;;0,0000;10,5;8352,00;70,00;15689,23;60,00;14766,34;30,00;11997,65;100,00;18457,92;TECLADO;;;;1;72,00;0,00;9228,96;0,00;9228,96;1;1;1;0
147;;147;249;TECLADO XTECH XTK-160S USB MULTIMEDIA;;10,000;10,5;406,00;70,00;762,67;60,00;717,81;30,00;583,22;100,00;897,26;TECLADO;;;;1;3,50;0,00;448,63;0,00;448,63;1;1;1;0
148;;148;250;Apliques Para Teclado Braille;;-10,000;10,5;2552,00;50,00;4229,94;40,00;3947,94;30,00;3665,95;20,00;3383,95;TECLADO;;;;1;22,00;0,00;2819,96;0,00;2819,96;1;1;1;0
149;;149;251;TECLADO GENIUS SLIMSTAR 230 BLANCO USB;;90,000;10,5;870,00;50,00;1442,03;40,00;1345,89;30,00;1249,76;20,00;1153,62;TECLADO;;;;1;7,50;0,00;961,35;0,00;961,35;1;1;1;0
151;;151;253;SCANNER BROTHER ADS-2800W 40 PPM DUPLEX WIFI;;0,0000;10,5;67280,00;50,00;111516,60;40,00;104082,16;30,00;96647,72;20,00;89213,28;IMPRESORA TINTA;;;;1;580,00;0,00;74344,40;0,00;74344,40;1;1;1;0
152;;152;254;COMBO XTECH XTK-301S TECLADO Y MOUSE USB MULTIMEDI;;50,000;10,5;812,00;50,00;1345,89;40,00;1256,16;30,00;1166,44;20,00;1076,71;TECLADO;;;;1;7,00;0,00;897,26;0,00;897,26;1;1;1;0
154;;154;256;COMBO LOGITECH MK120 (T Y M)  USB;;30,000;10,5;1160,00;50,00;1922,70;40,00;1794,52;30,00;1666,34;20,00;1538,16;TECLADO;;;;1;10,00;0,00;1281,80;0,00;1281,80;1;0;1;0
156;;156;258;TECLADO HYPERX ALLOY FPS PRO KB4RD1 CHERRY MX RED;;0,0000;10,5;6612,00;70,00;12420,64;60,00;11690,02;30,00;9498,14;100,00;14612,52;TECLADO;;;;1;57,00;0,00;7306,26;0,00;7306,26;1;1;1;0
158;;158;260;TECLADO DINAX NUMERICO USB;;40,000;10,5;928,00;70,00;1743,25;60,00;1640,70;50,00;1538,16;30,00;1333,07;TECLADO;;;;1;8,00;0,00;1025,44;0,00;1025,44;1;0;1;0
160;;160;262;"TABLET AMAZON FIRE 7"" 1GB+16GB FIRE OS ";;40,000;10,5;7192,00;50,00;11920,74;40,00;11126,02;30,00;10331,31;20,00;9536,59;TECLADO;;;;1;62,00;0,00;7947,16;0,00;7947,16;1;1;1;0
163;;163;265;COMBO GTC CBG-012 T+M+P INALAMBRICO;;140,000;10,5;1276,00;70,00;2396,97;60,00;2255,97;50,00;2114,97;30,00;1832,97;TECLADO;;;;1;11,00;0,00;1409,98;0,00;1409,98;1;0;1;0
164;;164;266;COMBO GENIUS KMS U130 SPEAKER USB (T, M Y P);;0,0000;10,5;928,00;70,00;1743,25;50,00;1538,16;30,00;1333,07;100,00;2050,88;TECLADO;;;;1;8,00;0,00;1025,44;0,00;1025,44;1;0;1;0
165;;165;267;TECLADO LOGITECH K380 BLUETOOTH ;;10,000;10,5;2320,00;50,00;3845,40;40,00;3589,04;30,00;3332,68;20,00;3076,32;TECLADO;;;;1;20,00;0,00;2563,60;0,00;2563,60;1;0;1;0
166;;166;268;TECLADO LOGITECH K400 PLUS WIRELESS TOUCH;;70,000;10,5;2552,00;50,00;4229,94;40,00;3947,94;30,00;3665,95;20,00;3383,95;TECLADO;;;;1;22,00;0,00;2819,96;0,00;2819,96;1;1;1;0
167;;167;269;TECLADO LOGITECH K600 TV KEYBOARD BLACK;;10,000;10,5;3712,00;50,00;6152,64;40,00;5742,46;30,00;5332,29;20,00;4922,11;TECLADO;;;;1;32,00;0,00;4101,76;0,00;4101,76;1;0;1;0
168;;168;270;MOUSE XTECH XTM-195 USB 1000DPI ;;10,000;21;174,00;70,00;357,92;60,00;336,86;30,00;273,70;100,00;421,08;MOUSE;;;;1;1,50;0,00;210,54;0,00;210,54;1;1;1;0
169;;169;271;COMBO GENIUS KM-8100 (T Y M) WIRELESS;;20,000;10,5;1566,00;70,00;2941,73;50,00;2595,65;30,00;2249,56;20,00;2076,52;TECLADO;;;;1;13,50;0,00;1730,43;0,00;1730,43;1;1;1;0
170;;170;272;TECLADO LOGITECH G910 ORION SPARK US GAMER;;0,0000;10,5;12760,00;50,00;21149,70;40,00;19739,72;30,00;18329,74;20,00;16919,76;TECLADO;;;;1;110,00;0,00;14099,80;0,00;14099,80;1;0;1;0
171;;171;273;TECLADO HYPERX ALLOY CORE RGB GAMING MEMBRANA;;20,000;10,5;5104,00;70,00;9587,86;60,00;9023,87;30,00;7331,90;100,00;11279,84;TECLADO;;;;1;44,00;0,00;5639,92;0,00;5639,92;1;0;1;0
172;;172;274;TECLADO SEISA TECLADO RETROILUMINADO;;10,000;10,5;352,85;65,00;643,32;50,00;584,85;30,00;506,87;100,00;779,80;TECLADO;;;;0;0,00;0,00;0,00;0,00;0,00;1;0;1;0
173;;173;275;KEYCAPS REDRAGON  A103 (CUALQUIER COLOR);;30,000;21;580,00;50,00;1052,70;40,00;982,52;30,00;912,34;20,00;842,16;TECLADO;;;;1;5,00;0,00;701,80;0,00;701,80;1;1;1;0
174;;174;276;TECLADO REDRAGON K589 SHRAPNEL RGB ES;;20,000;10,5;5452,00;50,00;9036,69;40,00;8434,24;30,00;7831,80;20,00;7229,35;TECLADO;;;;1;47,00;0,00;6024,46;0,00;6024,46;1;1;1;0
175;;175;277;TECLADO REDRAGON K502 KARURA RETROILUMUNADO;;0,0000;10,5;2320,00;50,00;3845,40;40,00;3589,04;30,00;3332,68;20,00;3076,32;TECLADO;;;;1;20,00;0,00;2563,60;0,00;2563,60;1;1;1;0
177;;177;279;TECLADO REDRAGON K568 RGB DARK AVENGER;;10,000;10,5;4756,00;50,00;7883,07;40,00;7357,53;30,00;6831,99;20,00;6306,46;TECLADO;;;;1;41,00;0,00;5255,38;0,00;5255,38;1;1;1;0
178;;178;280;TECLADO REDRAGON K550 YAMA BLANCO;;30,000;10,5;8120,00;50,00;13458,90;40,00;12561,64;30,00;11664,38;20,00;10767,12;TECLADO;;JUKEBOX SA;;1;70,00;0,00;8972,60;0,00;8972,60;1;1;1;0
180;;180;282;TECLADO REDRAGON K551 MITRA RETROILUMINADO RGB MEC;;20,000;10,5;6380,00;50,00;10574,85;40,00;9869,86;30,00;9164,87;20,00;8459,88;TECLADO;;;;1;55,00;0,00;7049,90;0,00;7049,90;1;1;1;0
181;1;181;283;TECLADO REDRAGON K585 DITI RGB;;20,000;10,5;3828,00;50,00;6344,91;40,00;5921,92;30,00;5498,92;20,00;5075,93;TECLADO;;JUKEBOX SA;;1;33,00;0,00;4229,94;0,00;4229,94;1;1;1;0
182;;182;284;TECLADO REDRAGON K568 DARK AVENGER RBG MECANICO;;0,0000;10,5;4872,00;50,00;8075,34;40,00;7536,98;30,00;6998,63;20,00;6460,27;TECLADO;;;;1;42,00;0,00;5383,56;0,00;5383,56;1;1;1;0
183;;183;285;TECLADO REDRAGON K569 ARYAMAN RGB MECANICO;;40,000;10,5;6960,00;50,00;11536,20;40,00;10767,12;30,00;9998,04;20,00;9228,96;TECLADO;;;;1;60,00;0,00;7690,80;0,00;7690,80;1;0;1;0
184;;184;286;TECLADO REDRAGON K556RGB-RK DEVARAJAS ROUND RGB ES;;10,000;10,5;6380,00;50,00;10574,85;40,00;9869,86;30,00;9164,87;20,00;8459,88;TECLADO;;;;1;55,00;0,00;7049,90;0,00;7049,90;1;1;1;0
185;;185;287;GABINETE CROMAX 2801 KIT T+P+M 600W;;60,000;10,5;3944,00;50,00;6537,18;40,00;6101,37;30,00;5665,56;20,00;5229,74;GABINETE;;;;1;34,00;0,00;4358,12;0,00;4358,12;1;1;1;0
186;;186;288;TECLADO REDRAGON K550 YAMA NEGRO RGB ESPAÑOL;;0,0000;10,5;8120,00;50,00;13458,90;40,00;12561,64;30,00;11664,38;20,00;10767,12;TECLADO;;;;1;70,00;0,00;8972,60;0,00;8972,60;1;1;1;0
187;;187;289;COMBO REDRAGON K551 KIT T Y M RGB BA SP;;0,0000;10,5;7424,00;50,00;12305,28;40,00;11484,93;30,00;10664,58;20,00;9844,22;TECLADO;;;;1;64,00;0,00;8203,52;0,00;8203,52;1;1;1;0
188;;188;290;COMBO REDRAGON S101-1 KIT (T Y M) HARPE + CENTROPH;;0,0000;10,5;2784,00;50,00;4614,48;40,00;4306,85;30,00;3999,22;20,00;3691,58;TECLADO;;;;1;24,00;0,00;3076,32;0,00;3076,32;1;1;1;0
189;;189;291;COMBO REDRAGON S107 3 EN 1 K509 - M608 - P016;;0,0000;10,5;3480,00;50,00;5768,10;40,00;5383,56;30,00;4999,02;20,00;4614,48;TECLADO;;;;1;30,00;0,00;3845,40;0,00;3845,40;1;1;1;0
190;;190;292;COMBO REDRAGON K552RGB (T Y M);;0,0000;10,5;7308,00;50,00;12113,01;40,00;11305,48;30,00;10497,94;20,00;9690,41;TECLADO;;;;1;63,00;0,00;8075,34;0,00;8075,34;1;1;1;0
191;;191;293;PAD P/MOUSE MAXSER 21x18.5;;230,000;10,5;208,80;70,00;392,23;60,00;369,16;50,00;346,09;30,00;299,94;PAD PARA MOUSE;;;;1;1,80;0,00;230,72;0,00;230,72;1;0;1;0
192;;192;294;PAD HYPERX FURY PRO GAMING SPEED EDITION XL;;0,0000;21;3248,00;0,00;3930,08;0,00;3930,08;0,00;3930,08;0,00;3930,08;PAD PARA MOUSE;;;;1;28,00;0,00;3930,08;0,00;3930,08;1;0;1;0
193;;193;295;PAD P/MOUSE GAMER 90X30X2;;10,000;10,5;638,00;70,00;1198,48;60,00;1127,98;50,00;1057,49;30,00;916,49;PAD PARA MOUSE;;;;1;5,50;0,00;704,99;0,00;704,99;1;0;1;0
197;;197;299;PAD REDRAGON P001 ARCHELON M 330x260x5mm;;0,0000;21;928,00;50,00;1684,32;40,00;1572,03;30,00;1459,74;20,00;1347,46;PAD PARA MOUSE;;;;1;8,00;0,00;1122,88;0,00;1122,88;1;0;1;0
198;;198;300;PAD REDRAGON P002 ARCHELON L 400x300x3mm;;0,0000;21;1160,00;50,00;2105,40;40,00;1965,04;30,00;1824,68;20,00;1684,32;PAD PARA MOUSE;;;;1;10,00;0,00;1403,60;0,00;1403,60;1;1;1;0
199;;199;301;PAD REDRAGON P003 SUZAKU 800x300x3mm;;0,0000;21;1740,00;50,00;3158,10;40,00;2947,56;30,00;2737,02;20,00;2526,48;PAD PARA MOUSE;;;;1;15,00;0,00;2105,40;0,00;2105,40;1;0;1;0
200;;200;302;PAD REDRAGON P005 KUNLUN M 700x350x3mm;;0,0000;21;1392,00;50,00;2526,48;40,00;2358,05;30,00;2189,62;20,00;2021,18;PAD PARA MOUSE;;;;1;12,00;0,00;1684,32;0,00;1684,32;1;0;1;0
201;;201;303;PAD REDRAGON P006 KUNLUN L 880x420x4mm;;0,0000;21;2320,00;50,00;4210,80;40,00;3930,08;30,00;3649,36;20,00;3368,64;PAD PARA MOUSE;;;;1;20,00;0,00;2807,20;0,00;2807,20;1;0;1;0
202;;202;304;PAD REDRAGON PAD P008 KYLIN RGB 350x250x3.6mm;;0,0000;21;2552,00;50,00;4631,88;40,00;4323,09;30,00;4014,30;20,00;3705,50;PAD PARA MOUSE;;;;1;22,00;0,00;3087,92;0,00;3087,92;1;0;1;0
204;;204;306;WEBCAM REDRAGON GW600 FOBOS;;0,0000;10,5;2900,00;50,00;4806,75;40,00;4486,30;30,00;4165,85;20,00;3845,40;MOUSE;;;;1;25,00;0,00;3204,50;0,00;3204,50;1;1;1;0
205;;205;307;MOUSE REDRAGON M607 GRIFFIN NEGRO;;20,000;10,5;1624,00;50,00;2691,78;40,00;2512,33;30,00;2332,88;20,00;2153,42;MOUSE;;;;1;14,00;0,00;1794,52;0,00;1794,52;1;1;1;0
206;;206;308;MOUSE REDRAGON M719 INVADER ;;0,0000;10,5;2320,00;50,00;3845,40;40,00;3589,04;30,00;3332,68;20,00;3076,32;MOUSE;;;;1;20,00;0,00;2563,60;0,00;2563,60;1;1;1;0
208;;208;310;MOUSE REDRAGON M711 COBRA FPS;;30,000;10,5;3016,00;50,00;4999,02;40,00;4665,75;30,00;4332,48;20,00;3999,22;MOUSE;;;;1;26,00;0,00;3332,68;0,00;3332,68;1;0;1;0
209;;209;311;MICROFONO REDRAGON G300 BLAZAR;;0,0000;21;9512,00;30,00;14962,38;20,00;13811,42;10,00;12660,47;0,00;11509,52;MICROFONO;;;;1;82,00;0,00;11509,52;0,00;11509,52;1;0;1;0
210;;210;312;MOUSE REDRAGON M610 GAINER;;0,0000;10,5;1508,00;50,00;2499,51;40,00;2332,88;30,00;2166,24;20,00;1999,61;MOUSE;;;;1;13,00;0,00;1666,34;0,00;1666,34;1;0;1;0
211;;211;313;MOUSE REDRAGON M908 IMPACT;;60,000;10,5;3364,00;50,00;5575,83;40,00;5204,11;30,00;4832,39;20,00;4460,66;MOUSE;;;;1;29,00;0,00;3717,22;0,00;3717,22;1;0;1;0
212;;212;314;MOUSE REDRAGON M601 CENTROPHORUS 3200 DPI;;0,0000;10,5;1508,00;50,00;2499,51;40,00;2332,88;30,00;2166,24;20,00;1999,61;MOUSE;;;;1;13,00;0,00;1666,34;0,00;1666,34;1;1;1;0
213;;213;315;MOUSE REDRAGON M901 PERDITION GAMER 16400DPI LASER;;20,000;10,5;3480,00;50,00;5768,10;40,00;5383,56;30,00;4999,02;20,00;4614,48;MOUSE;;;;1;30,00;0,00;3845,40;0,00;3845,40;1;1;1;0
214;;214;316;MOUSE REDRAGON M902 SAMSARA NEGRO GAMER 16400DPI L;;0,0000;10,5;3480,00;50,00;5768,10;40,00;5383,56;30,00;4999,02;20,00;4614,48;MOUSE;;;;1;30,00;0,00;3845,40;0,00;3845,40;1;1;1;0
215;;215;317;MOUSE REDRAGON M990 LEGEND GAMER 16400DPI LASER;;20,000;10,5;3480,00;50,00;5768,10;40,00;5383,56;30,00;4999,02;20,00;4614,48;MOUSE;;;;1;30,00;0,00;3845,40;0,00;3845,40;1;0;1;0
216;;216;318;MOUSE REDRAGON M688 SHARK 2,4GHZ 7200 DPI;;30,000;10,5;2900,00;50,00;4806,75;40,00;4486,30;30,00;4165,85;20,00;3845,40;MOUSE;;;;1;25,00;0,00;3204,50;0,00;3204,50;1;1;1;0
217;;217;319;MOUSE REDRAGON M690 MIRAGE 2,4GHZ 2400 DPI;;10,000;10,5;2320,00;50,00;3845,40;40,00;3589,04;30,00;3332,68;20,00;3076,32;MOUSE;;;;1;20,00;0,00;2563,60;0,00;2563,60;1;1;1;0
218;;218;320;MOUSE GENIUS DX-110 PS2 BLACK;;10,000;10,5;348,00;50,00;576,81;40,00;538,36;30,00;499,90;20,00;461,45;MOUSE;;;;1;3,00;0,00;384,54;0,00;384,54;1;1;1;0
219;;219;321;MOUSE GENIUS MICRO TRAVELER BLACK USB;;20,000;10,5;754,00;70,00;1416,39;60,00;1333,07;30,00;1083,12;100,00;1666,34;MOUSE;;;;1;6,50;0,00;833,17;0,00;833,17;1;1;1;0
221;;221;323;MOUSE KINGSTON PULSEFIRE RAID RGB GAMING;;0,0000;10,5;4176,00;70,00;7844,62;60,00;7383,17;30,00;5998,82;100,00;9228,96;MOUSE;;;;1;36,00;0,00;4614,48;0,00;4614,48;1;0;1;0
222;;222;324;MOUSE XTECH XTM-300 INALAMBRICO;;40,000;10,5;522,00;70,00;980,58;60,00;922,90;30,00;749,85;100,00;1153,62;MOUSE;;;;1;4,50;0,00;576,81;0,00;576,81;1;1;1;0
223;;223;325;MOUSE KLIP EXTREME GALET KMO-120BK BLACK 1000DPI;;0,0000;10,5;464,00;70,00;871,62;60,00;820,35;30,00;666,54;100,00;1025,44;MOUSE;INKTEC ARGENTINA SRL;;;1;4,00;0,00;512,72;0,00;512,72;1;1;1;0
224;;224;326;MOUSE KLIP EXTREME KARBON KMO-113 RETRACTIL;;0,0000;10,5;348,00;70,00;653,72;60,00;615,26;30,00;499,90;100,00;769,08;MOUSE;INKTEC ARGENTINA SRL;;;1;3,00;0,00;384,54;0,00;384,54;1;1;1;0
225;;225;327;MOUSE GENIUS ECO-8100 AZUL WIRELESS;;50,000;10,5;1334,00;70,00;2505,92;60,00;2358,51;30,00;1916,29;100,00;2948,14;MOUSE;;;;1;11,50;0,00;1474,07;0,00;1474,07;1;0;1;0
226;;226;328;MOUSE GENIUS ECO-8100 GREEN WIRELESS;;20,000;10,5;1334,00;70,00;2505,92;60,00;2358,51;30,00;1916,29;100,00;2948,14;MOUSE;;;;1;11,50;0,00;1474,07;0,00;1474,07;1;1;1;0
227;;227;329;MOUSE GENIUS 900S MICRO TRAVELER GRIS;;0,0000;10,5;1392,00;70,00;2614,87;60,00;2461,06;30,00;1999,61;20,00;1845,79;MOUSE;;;;1;12,00;0,00;1538,16;0,00;1538,16;1;1;1;0
228;;228;330;ROUTER NEXXT NEBULA 120AC NCR-N1200-A DOBLE BANDA;;20,000;10,5;3596,00;50,00;5960,37;40,00;5563,01;30,00;5165,65;20,00;4768,30;CONECTIVIDAD;;;;1;31,00;0,00;3973,58;0,00;3973,58;1;0;1;1
229;;229;331;MOUSE LOGITECH M100 USB NEGRO;;0,0000;10,5;696,00;50,00;1153,62;40,00;1076,71;30,00;999,80;20,00;922,90;MOUSE;;;;1;6,00;0,00;769,08;0,00;769,08;1;1;1;0
230;;230;332;MOUSE LOGITECH M110 SILENT BLACK;;10,000;10,5;522,00;50,00;865,22;40,00;807,53;30,00;749,85;20,00;692,17;MOUSE;;;;1;4,50;0,00;576,81;0,00;576,81;1;1;1;0
232;;232;334;MOUSE LOGITECH M105 BLANCO;;40,000;10,5;870,00;50,00;1442,03;40,00;1345,89;30,00;1249,76;20,00;1153,62;MOUSE;;;;1;7,50;0,00;961,35;0,00;961,35;1;1;1;0
233;;233;335;MOUSE LOGITECH M187 BLACK MINI WIRELESS;;10,000;10,5;1276,00;50,00;2114,97;40,00;1973,97;30,00;1832,97;20,00;1691,98;MOUSE;;;;1;11,00;0,00;1409,98;0,00;1409,98;1;1;1;0
234;;234;336;MOUSE LOGITECH M190 BLACK/BLUE WIRELESS;;20,000;10,5;1160,00;50,00;1922,70;40,00;1794,52;30,00;1666,34;20,00;1538,16;MOUSE;;;;1;10,00;0,00;1281,80;0,00;1281,80;1;1;1;0
235;;235;337;MOUSE LOGITECH G203 GAMING LIGHTSYNC BLACK;;0,0000;10,5;2436,00;50,00;4037,67;40,00;3768,49;30,00;3499,31;20,00;3230,14;MOUSE;;;;1;21,00;0,00;2691,78;0,00;2691,78;1;1;1;0
236;;236;338;MOUSE LOGITECH G MX518 LEGENDARY;;10,000;10,5;4640,00;50,00;7690,80;40,00;7178,08;30,00;6665,36;20,00;6152,64;MOUSE;;;;1;40,00;0,00;5127,20;0,00;5127,20;1;1;1;0
237;;237;339;MOUSE LOGITECH M535 BLUETOOTH NEGRO;;70,000;10,5;2088,00;50,00;3460,86;40,00;3230,14;30,00;2999,41;20,00;2768,69;MOUSE;;;;1;18,00;0,00;2307,24;0,00;2307,24;1;1;1;0
238;;238;340;MOUSE LOGITECH M110 SILENT RED ;;20,000;10,5;522,00;50,00;865,22;40,00;807,53;30,00;749,85;20,00;692,17;MOUSE;;;;1;4,50;0,00;576,81;0,00;576,81;1;1;1;0
240;;240;342;MOUSE TT ESPORTS IRIS OPTICAL RGB;;50,000;10,5;3944,00;50,00;6537,18;40,00;6101,37;30,00;5665,56;20,00;5229,74;MOUSE;;;;1;34,00;0,00;4358,12;0,00;4358,12;1;0;1;0
242;;242;344;MOUSE XTECH XTM-185 USB 800DPI;;0,0000;10,5;232,00;70,00;435,81;60,00;410,18;30,00;333,27;100,00;512,72;MOUSE;;;;1;2,00;0,00;256,36;0,00;256,36;1;1;1;0
243;;243;345;CPU MAXSER;;10,000;10,5;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;CPU COMPLETA;;;;1;380,00;0,00;42829,80;0,00;42829,80;1;0;1;0
244;;244;346;TECLADO T-DAGGER T-TGK310-BL NAXOS RAINBOW BLUE SW;;10,000;10,5;3132,00;50,00;5191,29;40,00;4845,20;30,00;4499,12;20,00;4153,03;TECLADO;;;;1;27,00;0,00;3460,86;0,00;3460,86;1;0;1;0
245;;245;347;MOUSE T-DAGGER T-TGWM100 CORPORAL WIRELEES;;10,000;10,5;696,00;50,00;1153,62;40,00;1076,71;30,00;999,80;20,00;922,90;MOUSE;;;;1;6,00;0,00;769,08;0,00;769,08;1;0;1;0
246;;246;348;MOUSE T-DAGGER T-TGM108 RECRUIT 2;;10,000;10,5;928,00;50,00;1538,16;40,00;1435,62;30,00;1333,07;20,00;1230,53;MOUSE;;;;1;8,00;0,00;1025,44;0,00;1025,44;1;0;1;0
247;;247;349;PARLANTE GENIUS SP-906BT LEB 4.1 GREEN;;20,000;21;1102,00;70,00;2266,81;50,00;2000,13;30,00;1733,45;100,00;2666,84;PARLANTE USB;;;;1;9,50;0,00;1333,42;0,00;1333,42;1;0;1;0
248;;248;350;MOUSE T-DAGGER T-TGM206W BEIFADIER RGB WHITE;;20,000;10,5;1160,00;50,00;1922,70;40,00;1794,52;30,00;1666,34;20,00;1538,16;MOUSE;;;;1;10,00;0,00;1281,80;0,00;1281,80;1;0;1;0
249;;249;351;MOUSE T-DAGGER T-TGM106 PRIVATE;;20,000;10,5;812,00;50,00;1345,89;40,00;1256,16;30,00;1166,44;20,00;1076,71;MOUSE;;;;1;7,00;0,00;897,26;0,00;897,26;1;0;1;0
